Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
NARUTO SHIPPUDEN SHINOBI RUMBLE,DS,2010,Fighting,Takara Tomy,30000.0,,50000.0,,80000
NARUTO SHIPPUUDEN SHINOBI RETSUDEN III,DS,2009,Action,Takara Tomy,,,40000.0,,40000
NARUTO NINJA COUNCIL 2 EUROPEAN VERSION,DS,2005,Fighting,Tomy Corporation,,,230000.0,,230000
NARUTO NINJA COUNCIL 3,DS,2006,Action,D3Publisher,390000.0,,,30000.0,420000
NARUTO NINJA DESTINY,DS,2006,Fighting,Namco Bandai Games,20000.0,10000.0,160000.0,,190000
NARUTO NINJA DESTINY US SALES,DS,2006,Fighting,Namco Bandai Games,310000.0,,,,310000
NARUTO PATH OF THE NINJA,DS,2007,Role-Playing,D3Publisher,370000.0,,,30000.0,400000
NARUTO PATH OF THE NINJA 2,DS,2006,Role-Playing,Takara Tomy,220000.0,,,20000.0,230000
NATALIE BROOKS MYSTERY AT HILLCREST HIGH,DS,2012,Action,Licensed 4U,,20000.0,,,20000
NATIONAL GEOGRAPHIC PANDA JP SALES,DS,2008,Simulation,Ubisoft,,,10000.0,,10000
NATIONAL GEOGRAPHIC PANDA US SALES,DS,2008,Simulation,Ubisoft,40000.0,,,,40000
NEED FOR SPEED UNDERCOVER,DS,2008,Racing,Electronic Arts,180000.0,30000.0,,20000.0,230000
NEED FOR SPEED CARBON OWN THE CITY,DS,2006,Racing,Electronic Arts,170000.0,20000.0,,20000.0,210000
NEED FOR SPEED UNDERGROUND 2,DS,2005,Racing,Electronic Arts,110000.0,20000.0,,10000.0,140000
NEED FOR SPEED MOST WANTED,DS,2005,Racing,Electronic Arts,240000.0,10000.0,,20000.0,270000
NEED FOR SPEED NITRO,DS,2009,Racing,Electronic Arts,220000.0,130000.0,,40000.0,390000
NEED FOR SPEED PROSTREET,DS,2007,Racing,Electronic Arts,110000.0,10000.0,,10000.0,130000
NEGIMA CHOU MAHORA TAISEN CHUU CHECKIIN ZENIN SHUUGOU YAPPARI ONSEN KICHAIMASHITAA,DS,2007,Adventure,Marvelous Interactive,,,20000.0,,20000
NEGIMA CHOU MAHORA TAISEN KATTOIIN KEIYAKU SHIKKOU DECHAI MASUU,DS,2006,Adventure,Marvelous Interactive,,,40000.0,,40000
NEOPETS PUZZLE ADVENTURE,DS,2008,Puzzle,Capcom,260000.0,,,20000.0,290000
NEP LEAGUE DS,DS,2007,Sports,Jaleco,,,180000.0,,180000
NERVOUS BRICKDOWN,DS,2007,Puzzle,Eidos Interactive,,10000.0,,,20000
NETTOU POWERFUL KOUSHIEN,DS,2010,Sports,Konami Digital Entertainment,,,30000.0,,30000
NEW CARNIVAL GAMES,DS,2010,Misc,Take-Two Interactive,160000.0,50000.0,,20000.0,230000
NEW INTERNATIONAL TRACK  FIELD,DS,2008,Sports,Konami Digital Entertainment,70000.0,,,10000.0,80000
NEW SUPER MARIO BROS,DS,2006,Platform,Nintendo,11380000.0,9230000.0,6500000.0,2900000.0,30010000
NI HAO KAILAN NEW YEARS CELEBRATION,DS,2009,Misc,Take-Two Interactive,190000.0,,,10000.0,200000
NICKELODEON TEAM UMIZOOMI,DS,2011,Action,Take-Two Interactive,450000.0,,,30000.0,480000
NICKTOONS ATTACK OF THE TOYBOTS,DS,2007,Platform,THQ,40000.0,,,,50000
NICKTOONS BATTLE FOR VOLCANO ISLAND,DS,2006,Action,THQ,280000.0,,,20000.0,300000
NICKTOONS MLB,DS,2011,Sports,Take-Two Interactive,100000.0,,,10000.0,100000
NICKTOONS UNITE,DS,2006,Adventure,THQ,100000.0,,,10000.0,110000
NICOLA KANSHUU MODEL  OSHARE AUDITION,DS,2010,Misc,Alchemist,,,60000.0,,60000
NIGHT AT THE MUSEUM BATTLE OF THE SMITHSONIAN,DS,2009,Action,Majesco Entertainment,120000.0,180000.0,,40000.0,340000
NIHON KEIZAI SHINBUNSHA KANSHUU SHIRANAI MAMADE WA SON O SURU MONO YA OKANE NO SHIKUMI DS,DS,2009,Misc,Nintendo,,,100000.0,,100000
NIHON PRO MAHJONG KISHIKAI KANSHUU PRO NI NARU MAHJONG DS,DS,2005,Misc,Success,,,40000.0,,40000
NINJA GAIDEN DRAGON SWORD,DS,2008,Action,Tecmo Koei,170000.0,20000.0,20000.0,20000.0,220000
NINJA REFLEX,DS,2008,Action,Electronic Arts,90000.0,,,10000.0,100000
NINJATOWN,DS,2008,Strategy,SouthPeak Games,120000.0,,,10000.0,140000
NINOKUNI SHIKKOKU NO MADOUSHI,DS,2010,Role-Playing,Level 5,,,540000.0,,540000
NINTENDO PRESENTS CROSSWORD COLLECTION,DS,2009,Puzzle,Nintendo,,210000.0,,20000.0,240000
NINTENDOGS,DS,2005,Simulation,Nintendo,9070000.0,11000000.0,1930000.0,2750000.0,24760000
NOBUNAGA NO YABOU DS,DS,2006,Strategy,Tecmo Koei,,,10000.0,,10000
NOBUNAGA NO YABOU DS 2,DS,2008,Strategy,Tecmo Koei,,,30000.0,,30000
NODAME CANTABILE,DS,2007,Misc,Namco Bandai Games,,,100000.0,,100000
NODAME CANTABILE TANOSHII ONGAKU NO JIKAN DESU,DS,2010,Misc,Namco Bandai Games,,,20000.0,,20000
NODDY IN TOYLAND,DS,2011,Misc,GSP,,50000.0,,10000.0,60000
NORA TO KOKU NO KOUBOU KIRI NO MORI NO MAJO,DS,2011,Role-Playing,Atlus,,,50000.0,,50000
NOSTALGIA,DS,2008,Role-Playing,Tecmo Koei,160000.0,,20000.0,10000.0,190000
NOUNAI AESHE IQ SUPPLI DS,DS,2006,Misc,Spike,,,300000.0,,300000
NOUNAI AESHE IQ SUPPLI DS 2  SUKKIRI KING KETTEISEN,DS,2007,Misc,Spike,,,50000.0,,50000
NOVA USAGI NO GAME DE RYUUGAKU DS,DS,2007,Misc,Konami Digital Entertainment,,,10000.0,,10000
OMG 26  OUR MINI GAMES,DS,2007,Puzzle,505 Games,20000.0,,,,20000
OK PUZZLE STARS,DS,2010,Puzzle,Ubisoft,,60000.0,,10000.0,70000
OCHAKEN NO HEYA DS,DS,2006,Simulation,MTO,,,120000.0,,120000
OCHAKEN NO HEYA DS 2,DS,2007,Simulation,MTO,,,90000.0,,90000
ODORU DAISOUSASEN THE GAME SENSUIKAN NI SENNYUU SEYO,DS,2010,Adventure,Namco Bandai Games,,,50000.0,,50000
OKAERI CHIBIROBO HAPPY RICHIE OOSOUJI,DS,2009,Adventure,Nintendo,,,140000.0,,140000
OKAMIDEN,DS,2010,Adventure,Capcom,250000.0,70000.0,130000.0,30000.0,480000
ONE PIECE GEAR SPIRIT,DS,2007,Fighting,Namco Bandai Games,,,80000.0,,80000
ONE PIECE GIGANT BATTLE 2 SHIN SEKAI,DS,2011,Fighting,Namco Bandai Games,,,350000.0,,350000
ONE PIECE GIGANT BATTLE,DS,2010,Fighting,Namco Bandai Games,,,360000.0,,360000
ONSEI KANJOU SOKUTEIKI KOKORO SCAN,DS,2007,Misc,Sega,,,40000.0,,40000
ONTAMARAMA,DS,2007,Action,Atlus,50000.0,,,,50000
OOKAMI TO KOUSHINRYOU BOKU TO HORO NO ICHINEN,DS,2008,Adventure,ASCII Media Works,,,40000.0,,40000
OOKAMI TO KOUSHINRYOU OMIOWATARU KAZE,DS,2009,Adventure,ASCII Media Works,,,20000.0,,20000
OOKIKU FURIKABUTTE HONTO NO ACE NI NARERU KAMO,DS,2007,Sports,Marvelous Interactive,,,30000.0,,30000
OPEN SEASON,DS,2006,Platform,Ubisoft,120000.0,,,10000.0,140000
OPERATION VIETNAM,DS,2007,Shooter,Majesco Entertainment,60000.0,,,,70000
ORCS  ELVES,DS,2007,Role-Playing,Electronic Arts,60000.0,,,10000.0,60000
ORESAMA KINGDOM KOI NO MANGA MO DEBUT O MOKUSHISE DOKI DOKI LOVE LESSON,DS,2011,Action,Namco Bandai Games,,,50000.0,,50000
ORIGINAL FRISBEE DISC SPORTS ULTIMATE  GOLF,DS,2007,Action,"Destination Software, Inc",10000.0,,,,10000
ORIGINAL STORY FROM FAIRY TAIL GEKITOTSU KARDIA DAISEIDOU,DS,2011,Role-Playing,Hudson Soft,,,30000.0,,30000
OSHARE MAJO LOVE AND BERRY DS COLLECTION,DS,2006,Misc,Sega,,,1010000.0,,1010000
OSHIRI KAJIRI MUSHI NO RHYTHM LESSON DS KAWAI ONGAKU KYOUSHITSU KANSHUU,DS,2008,Misc,Sega,,,20000.0,,20000
OSU TATAKAE OUENDAN,DS,2005,Misc,Nintendo,,,60000.0,,60000
OTOMETEKI KOI KAKUMEI  LOVE REVO DS,DS,2008,Adventure,GungHo,,,20000.0,,20000
OTONA NO RENAI SHOUSETSU HARLEQUIN SELECTION,DS,2010,Misc,Nintendo,,,20000.0,,20000
OUR HOUSE,DS,2009,Strategy,Majesco Entertainment,150000.0,,,10000.0,160000
OVER THE HEDGE,DS,2006,Platform,Activision,250000.0,10000.0,,20000.0,280000
OVER THE HEDGE HAMMY GOES NUTS,DS,2006,Platform,Activision,120000.0,,,10000.0,130000
OVERLORD MINIONS,DS,2009,Puzzle,Codemasters,70000.0,,,10000.0,70000
OYAKU DE ASOBERU DS EHON UKKARI PENELOPE,DS,2008,Simulation,Tecmo Koei,,,20000.0,,20000
PAC N ROLL,DS,2005,Platform,Namco Bandai Games,90000.0,,20000.0,10000.0,110000
PACMAN WORLD 3,DS,2005,Platform,Namco Bandai Games,160000.0,,,10000.0,180000
PACPIX,DS,2005,Puzzle,Namco Bandai Games,160000.0,,100000.0,10000.0,270000
PANZER TACTICS,DS,2007,Strategy,10TACLE Studios,60000.0,,,,60000
PASS THE PIGS,DS,2008,Misc,THQ,200000.0,,,20000.0,220000
PAWLY PETS MY VET PRACTICE,DS,2007,Strategy,Ubisoft,,60000.0,,10000.0,60000
PAWS  CLAWS PET VET AUSTRALIAN ADVENTURES,DS,2009,Simulation,THQ,100000.0,,,10000.0,110000
PAWS  CLAWS DOGS  CATS BEST FRIENDS,DS,2007,Simulation,THQ,460000.0,10000.0,,40000.0,510000
PAWS  CLAWS MARINE RESCUE,DS,2011,Simulation,THQ,60000.0,,,,60000
PAWS  CLAWS PAMPERED PETS,DS,2009,Simulation,THQ,350000.0,,,30000.0,370000
PAWS  CLAWS PAMPERED PETS 2,DS,2011,Simulation,THQ,60000.0,,,,60000
PAWS  CLAWS PET RESORT,DS,2008,Simulation,THQ,220000.0,,,20000.0,240000
PAWS  CLAWS PET VET,DS,2007,Simulation,THQ,600000.0,,,50000.0,640000
PAWS  CLAWS PET VET 2,DS,2007,Simulation,THQ,130000.0,,,10000.0,140000
PAWS  CLAWS REGAL RESORT,DS,2010,Simulation,THQ,40000.0,,,,40000
PEJONGJU TO MANABU KANKOKUGO DS TESTHEN,DS,2010,Misc,D3Publisher,,,20000.0,,20000
PEGGLE DUAL SHOT,DS,2009,Puzzle,PopCap Games,110000.0,,,10000.0,120000
PEN 1 GRAND PRIX PENGUIN NO MONDAI SPECIAL,DS,2009,Fighting,Konami Digital Entertainment,,,160000.0,,160000
PENGUIN NO MONDAI X TENKUU NO 7 SENSHI,DS,2009,Action,Konami Digital Entertainment,,,190000.0,,190000
PENGUIN NO MONDAI SAIKYOU PENGUIN DENSETSU A PENGUINS TROUBLES,DS,2008,Adventure,Konami Digital Entertainment,,,290000.0,,290000
PENGUIN NO MONDAI THE WORLD,DS,2010,Adventure,Konami Digital Entertainment,,,100000.0,,100000
PEPPA PIG FUN AND GAMES,DS,2010,Misc,Ubisoft,,580000.0,,90000.0,670000
PEPPA PIG THE GAME,DS,2008,Misc,Pinnacle,,820000.0,,60000.0,880000
PEPPA PIG THEME PARK FUN,DS,2011,Misc,P2 Games,,280000.0,,40000.0,320000
PERCY JACKSON AND THE OLYMPIANS THE LIGHTNING THIEF,DS,2010,Role-Playing,Activision,220000.0,10000.0,,20000.0,250000
PERSONAL TRAINER COOKING,DS,2006,Misc,Nintendo,910000.0,1000000.0,1030000.0,170000.0,3120000
PERSONAL TRAINER MATH,DS,2007,Puzzle,Nintendo,490000.0,1120000.0,,90000.0,1700000
PERSONAL TRAINER WALKING,DS,2008,Sports,Nintendo,220000.0,320000.0,170000.0,70000.0,790000
PET ALIEN AN INTERGALACTIC PUZZLEPALOOZA,DS,2007,Action,Game Factory,30000.0,,,,30000
PET PALS NEW LEASH ON LIFE,DS,2010,Simulation,Destineer,50000.0,,,,50000
PET SHOP MONOGATARI DS 2,DS,2010,Simulation,Taito,,,10000.0,,10000
PET VET DOWN UNDER,DS,2009,Simulation,Deep Silver,40000.0,,,,50000
PETER JACKSONS KING KONG THE OFFICIAL GAME OF THE MOVIE,DS,2005,Action,Ubisoft,120000.0,,,10000.0,130000
PETZ BUNNYZ,DS,2008,Simulation,Ubisoft,390000.0,10000.0,,30000.0,430000
PETZ BUNNYZ BUNCH,DS,2011,Simulation,Ubisoft,50000.0,,,,60000
PETZ CATZ CLAN,DS,2008,Simulation,Ubisoft,480000.0,40000.0,,40000.0,560000
PETZ DOGZ 2,DS,2007,Simulation,Ubisoft,470000.0,520000.0,,120000.0,1100000
PETZ DOGZ FASHION,DS,2008,Simulation,Ubisoft,460000.0,300000.0,,90000.0,840000
PETZ FANTASY MOONLIGHT MAGIC,DS,2010,Simulation,Ubisoft,110000.0,,,10000.0,120000
PETZ FANTASY SUNSHINE MAGIC,DS,2010,Simulation,Ubisoft,70000.0,,,,80000
PETZ FASHION DOGZ  CATZ,DS,2009,Simulation,Ubisoft,100000.0,,,10000.0,110000
PETZ HAMSTERZ SUPERSTARZ,DS,2009,Simulation,Ubisoft,90000.0,,,10000.0,100000
PETZ MONKEYZ HOUSE,DS,2008,Simulation,Ubisoft,200000.0,,,20000.0,230000
PETZ NURSERY,DS,2009,Simulation,Ubisoft,530000.0,,,40000.0,580000
PETZ PONY BEAUTY PAGEANT,DS,2009,Simulation,Ubisoft,180000.0,,,10000.0,190000
PETZ PUPPYZ  KITTENZ,DS,2011,Misc,Ubisoft,120000.0,,,10000.0,130000
PETZ RESCUE ENDANGERED PARADISE,DS,2008,Adventure,Ubisoft,210000.0,,,20000.0,220000
PETZ RESCUE OCEAN PATROL,DS,2008,Adventure,Ubisoft,350000.0,,,30000.0,370000
PETZ RESCUE WILDLIFE VET,DS,2008,Simulation,Ubisoft,350000.0,,,30000.0,380000
PETZ WILD ANIMALS DOLPHINZ,DS,2007,Simulation,Ubisoft,710000.0,480000.0,,130000.0,1330000
PETZ WILD ANIMALS TIGERZ,DS,2008,Simulation,Ubisoft,520000.0,10000.0,,40000.0,570000
PETZ CATZ 2,DS,2007,Simulation,Ubisoft,510000.0,400000.0,,110000.0,1020000
PETZ CATZ PLAYGROUND,DS,2010,Simulation,Ubisoft,30000.0,,,,40000
PETZ DOGZ PACK,DS,2008,Simulation,Ubisoft,560000.0,,,50000.0,610000
PETZ DOGZ TALENT SHOW,DS,2009,Simulation,Ubisoft,140000.0,,,10000.0,150000
PETZ DOLPHINZ ENCOUNTER,DS,2009,Simulation,Ubisoft,10000.0,10000.0,,,30000
PETZ HAMSTERZ LIFE 2,DS,2007,Misc,Ubisoft,480000.0,,,40000.0,520000
PETZ HORSESHOE RANCH,DS,2009,Adventure,Ubisoft,160000.0,,,10000.0,170000
PETZ HORSEZ 2,DS,2007,Simulation,Ubisoft,410000.0,,,30000.0,440000
PHANTASY STAR Ø,DS,2008,Role-Playing,Sega,160000.0,,200000.0,10000.0,380000
PHINEAS AND FERB,DS,2009,Action,Disney Interactive Studios,1340000.0,370000.0,,150000.0,1860000
PHINEAS AND FERB RIDE AGAIN,DS,2010,Action,Disney Interactive Studios,250000.0,40000.0,,20000.0,310000
PHINEAS AND FERB ACROSS THE 2ND DIMENSION,DS,2011,Action,Disney Interactive Studios,320000.0,190000.0,,50000.0,560000
PHOENIX WRIGHT ACE ATTORNEY,DS,2005,Adventure,Capcom,490000.0,70000.0,390000.0,50000.0,990000
PHOENIX WRIGHT ACE ATTORNEY  JUSTICE FOR ALL,DS,2006,Adventure,Capcom,240000.0,50000.0,260000.0,30000.0,580000
PHOENIX WRIGHT ACE ATTORNEY  TRIALS AND TRIBULATIONS,DS,2007,Adventure,Capcom,330000.0,50000.0,250000.0,40000.0,670000
PHOENIX WRIGHT REVIVED TURNABOUT,DS,2008,Misc,Capcom,,,40000.0,,40000
PICROSS 3D,DS,2009,Puzzle,Nintendo,300000.0,30000.0,160000.0,30000.0,530000
PICROSS DS,DS,2007,Puzzle,Nintendo,170000.0,20000.0,300000.0,20000.0,510000
PICTIONARY,DS,2010,Puzzle,THQ,100000.0,70000.0,,20000.0,190000
PICTOIMAGE,DS,2007,Puzzle,Sega,100000.0,,,10000.0,100000
PICTURE PERFECT HAIR SALON,DS,2009,Simulation,505 Games,70000.0,,,10000.0,70000
PILLOW PETS,DS,2011,Adventure,GameMill Entertainment,90000.0,,,10000.0,90000
PIMP MY RIDE STREET RACING,DS,2009,Racing,Activision,30000.0,,,,30000
PING PALS,DS,2004,Misc,THQ,100000.0,,,10000.0,110000
PINKALICIOUS,DS,2011,Misc,GameMill Entertainment,260000.0,,,20000.0,280000
PIPE MANIA,DS,2008,Puzzle,Empire Interactive,80000.0,10000.0,,10000.0,90000
PIPPA FUNNELL 2 FARM ADVENTURES,DS,2007,Simulation,Ubisoft,,10000.0,,,20000
PIRATES OF THE CARIBBEAN AT WORLDS END,DS,2007,Action,Disney Interactive Studios,300000.0,10000.0,10000.0,30000.0,350000
PIRATES OF THE CARIBBEAN DEAD MANS CHEST,DS,2006,Adventure,Disney Interactive Studios,230000.0,10000.0,,20000.0,260000
PIRATES DUELS ON THE HIGH SEAS,DS,2008,Action,Oxygen Interactive,30000.0,,,,40000
PLANET 51,DS,2009,Action,Sega,220000.0,140000.0,,40000.0,400000
PLANET PUZZLE LEAGUE,DS,2007,Puzzle,Nintendo,140000.0,10000.0,160000.0,10000.0,330000
PLANTS VS ZOMBIES,DS,2011,Strategy,Mastertronic,950000.0,150000.0,,80000.0,1180000
PLATINUM SUDOKU,DS,2007,Puzzle,Ubisoft,30000.0,10000.0,,,40000
PLAYMOBIL KNIGHTS,DS,2009,Action,Mindscape,40000.0,10000.0,,,60000
PLAYMOBIL PIRATES,DS,2009,Action,Mindscape,80000.0,,,10000.0,90000
PLAYMOBIL TOP AGENTS,DS,2010,Action,JoWood Productions,,40000.0,,,40000
PLUSHEES,DS,2008,Simulation,Destineer,10000.0,,,,10000
POCKET PETS,DS,2007,Simulation,O3 Entertainment,100000.0,,,10000.0,110000
POINT BLANK DS JP SALES,DS,2006,Shooter,Atari,,,70000.0,,70000
POINT BLANK DS US SALES,DS,2006,Shooter,Atari,50000.0,,,,60000
POKEMON BLACK 2POKEMON WHITE 2,DS,2012,Role-Playing,Nintendo,2910000.0,1860000.0,3140000.0,430000.0,8330000
POKEMON BLACKPOKEMON WHITE,DS,2010,Role-Playing,Nintendo,5570000.0,3280000.0,5650000.0,820000.0,15320000
POKEMON CONQUEST,DS,2012,Role-Playing,Nintendo,580000.0,60000.0,370000.0,40000.0,1050000
POKEMON DASH,DS,2004,Racing,Nintendo,210000.0,140000.0,380000.0,40000.0,770000
POKEMON DIAMONDPOKEMON PEARL,DS,2006,Role-Playing,Nintendo,6420000.0,4520000.0,6040000.0,1370000.0,18360000
POKEMON HEARTGOLDPOKEMON SOULSILVER,DS,2009,Action,Nintendo,4400000.0,2770000.0,3960000.0,770000.0,11900000
POKEMON MYSTERY DUNGEON EXPLORERS OF SKY,DS,2009,Role-Playing,Nintendo,580000.0,440000.0,440000.0,120000.0,1580000
POKEMON MYSTERY DUNGEON EXPLORERS OF TIMEEXPLORERS OF DARKNESS,DS,2007,Role-Playing,Nintendo,1850000.0,1200000.0,1540000.0,370000.0,4960000
POKEMON RANGER,DS,2006,Role-Playing,Nintendo,1290000.0,40000.0,730000.0,120000.0,2180000
POKEMON RANGER GUARDIAN SIGNS,DS,2010,Role-Playing,Nintendo,510000.0,170000.0,580000.0,60000.0,1330000
POKEMON RANGER SHADOWS OF ALMIA,DS,2008,Role-Playing,Nintendo,950000.0,540000.0,620000.0,180000.0,2300000
POKEMON TROZEI,DS,2005,Puzzle,Nintendo,260000.0,,310000.0,20000.0,600000
POKÉMON MYSTERY DUNGEON BLUE RESCUE TEAM,DS,2005,Role-Playing,Nintendo,1160000.0,60000.0,830000.0,,2049999
POKÉMON PLATINUM VERSION,DS,2008,Role-Playing,Nintendo,2820000.0,1780000.0,2690000.0,550000.0,7840000
POLAR BOWLER,DS,2008,Sports,Mumbo Jumbo,20000.0,,,,20000
POLARIUM,DS,2004,Puzzle,Nintendo,130000.0,10000.0,110000.0,10000.0,260000
PONY FRIENDS,DS,2007,Simulation,Eidos Interactive,,50000.0,,10000.0,50000
PONY FRIENDS 2,DS,2009,Simulation,Eidos Interactive,210000.0,100000.0,,30000.0,340000
PONY FRIENDS MINI BREEDS EDITION,DS,2008,Simulation,Eidos Interactive,50000.0,,,,50000
PONY LUV,DS,2008,Simulation,GSP,20000.0,,,,20000
POP CUTIE STREET FASHION SIMULATION,DS,2008,Simulation,Tecmo Koei,60000.0,,,,60000
POP CUTIE STREET FASHION SIMULATION JP SALES,DS,2008,Simulation,Tecmo Koei,,,30000.0,,30000
POPULOUS DS,DS,2008,Strategy,Rising Star Games,70000.0,,20000.0,10000.0,100000
POSTMAN PAT SPECIAL DELIVERY SERVICE,DS,2009,Misc,GSP,,10000.0,,,20000
POUPEE GIRL DS,DS,2009,Misc,Alvion,,,20000.0,,20000
POUPEE GIRL DS 2 ELEGANT MINT  SWEET PINK STYLE,DS,2010,Misc,Alvion,,,20000.0,,20000
POWER PLAY POOL,DS,2006,Sports,System 3 Arcade Software,30000.0,,,,40000
POWER POCKET KOUSHIEN,DS,2005,Sports,Konami Digital Entertainment,,,100000.0,,100000
POWER PRO KUN POCKET 10,DS,2007,Sports,Konami Digital Entertainment,,,300000.0,,300000
POWER PRO KUN POCKET 11,DS,2008,Sports,Konami Digital Entertainment,,,290000.0,,290000
POWER PRO KUN POCKET 12,DS,2009,Sports,Konami Digital Entertainment,,,190000.0,,190000
POWER PRO KUN POCKET 13,DS,2010,Sports,Konami Digital Entertainment,,,130000.0,,130000
POWER PRO KUN POCKET 14,DS,2011,Sports,Konami Digital Entertainment,,,120000.0,,120000
POWER PRO KUN POCKET 8,DS,2005,Sports,Konami Digital Entertainment,,,140000.0,,140000
POWER PRO KUN POCKET 9,DS,2006,Sports,Konami Digital Entertainment,,,150000.0,,150000
POWER RANGERS SAMURAI,DS,2011,Action,Namco Bandai Games,270000.0,40000.0,,20000.0,340000
POWER RANGERS SUPER LEGENDS,DS,2007,Action,Disney Interactive Studios,80000.0,30000.0,,10000.0,110000
POWERBIKE,DS,2009,Racing,Majesco Entertainment,10000.0,,,,20000
POWERFUL GOLF,DS,2011,Sports,Konami Digital Entertainment,,,50000.0,,50000
PRACTISE ENGLISH,DS,2007,Misc,Nintendo,,,730000.0,,730000
PRESS YOUR LUCK 2010 EDITION,DS,2009,Misc,Ubisoft,190000.0,,,10000.0,200000
PREY THE STARS,DS,2008,Action,Tecmo Koei,70000.0,,,10000.0,80000
PRINCE OF PERSIA THE FALLEN KING,DS,2008,Action,Ubisoft,60000.0,10000.0,,10000.0,70000
PRINCE OF PERSIA THE FORGOTTEN SANDS,DS,2010,Action,Ubisoft,140000.0,10000.0,,10000.0,160000
PRINCESS DEBUT,DS,2008,Misc,Cave,100000.0,,,10000.0,100000
PRINCESS ISABELLA A WITCHS CURSE,DS,2010,Adventure,GSP,50000.0,30000.0,,10000.0,90000
PRINCESS NATASHA STUDENT SECRET AGENT PRINCESS,DS,2006,Action,Zoo Digital Publishing,30000.0,,,,30000
PRINCESS IN LOVE,DS,2009,Simulation,DTP Entertainment,70000.0,,,10000.0,80000
PRINCESS ON ICE,DS,2008,Sports,505 Games,40000.0,10000.0,,,50000
PRISM LIGHT THE WAY,DS,2007,Puzzle,Eidos Interactive,50000.0,,,,50000
PRO EVOLUTION SOCCER 2008 JP SALES,DS,2007,Sports,Konami Digital Entertainment,,,80000.0,,80000
PRO YAKYUU FAMISTA DS,DS,2007,Sports,Namco Bandai Games,,,100000.0,,100000
PRO YAKYUU FAMISTA DS 2009,DS,2009,Sports,Namco Bandai Games,,,100000.0,,100000
PRO YAKYUU FAMISTA DS 2010,DS,2010,Sports,Namco Bandai Games,,,80000.0,,80000
PRO YAKYUU TEAM O TSUKUROU,DS,2008,Sports,Sega,,,190000.0,,190000
PRO YAKYUU TEAM O TSUKUROU 2,DS,2009,Sports,Sega,,,110000.0,,110000
PROFESSIONAL FISHERMANS TOUR NORTHERN HEMISPHERE,DS,2007,Sports,505 Games,160000.0,,,10000.0,170000
PROFESSOR HEINZ WOLFFS GRAVITY,DS,2008,Puzzle,Deep Silver,40000.0,,,,50000
PROFESSOR LAYTON AND THE CURIOUS VILLAGE,DS,2007,Puzzle,Nintendo,1220000.0,2480000.0,1030000.0,520000.0,5260000
PROFESSOR LAYTON AND THE DIABOLICAL BOX,DS,2007,Puzzle,Nintendo,920000.0,1780000.0,920000.0,370000.0,4000000
PROFESSOR LAYTON AND THE LAST SPECTER,DS,2009,Puzzle,Nintendo,300000.0,1470000.0,680000.0,340000.0,2790000
PROFESSOR LAYTON AND THE UNWOUND FUTURE,DS,2008,Puzzle,Nintendo,650000.0,1610000.0,820000.0,280000.0,3360000
PROJECT HACKER KAKUSEI,DS,2006,Action,Nintendo,,,100000.0,,100000
PUCCA POWER UP,DS,2011,Platform,Rising Star Games,40000.0,20000.0,,,60000
PUCHI PUCHI VIRUS,DS,2007,Puzzle,Jaleco,80000.0,,,10000.0,80000
PUPPY LUV SPA AND RESORT,DS,2007,Simulation,Activision,400000.0,,,30000.0,440000
PUPPY PALACE,DS,2008,Simulation,Ubisoft,350000.0,,,30000.0,370000
PURR PALS,DS,2007,Simulation,THQ,180000.0,360000.0,,20000.0,560000
PUSS IN BOOTS,DS,2011,Action,THQ,90000.0,10000.0,,10000.0,110000
PUYO POP FEVER JP SALES,DS,2004,Puzzle,Ignition Entertainment,,,90000.0,,90000
PUYO POP FEVERUS SALES,DS,2004,Puzzle,Ignition Entertainment,30000.0,,,,40000
PUYO PUYO 7,DS,2009,Puzzle,Sega,,,300000.0,,300000
PUYO PUYO 15TH ANNIVERSARY,DS,2006,Puzzle,Sega,,,280000.0,,280000
PUYO PUYO 20TH ANNIVERSARY,DS,2011,Puzzle,Sega,,,140000.0,,140000
PUZZLE CHRONICLES,DS,2010,Puzzle,Konami Digital Entertainment,10000.0,,,,20000
PUZZLE CITY,DS,2009,Puzzle,Destineer,20000.0,,,,20000
PUZZLE KINGDOMS,DS,2009,Puzzle,Zoo Digital Publishing,120000.0,,,10000.0,130000
PUZZLE QUEST 2,DS,2010,Puzzle,D3Publisher,110000.0,,,10000.0,120000
PUZZLE QUEST CHALLENGE OF THE WARLORDS,DS,2007,Puzzle,D3Publisher,280000.0,10000.0,30000.0,20000.0,340000
PUZZLE QUEST GALACTRIX,DS,2009,Puzzle,D3Publisher,150000.0,,,10000.0,160000
PUZZLE DE HARVEST MOON,DS,2007,Puzzle,Natsume,120000.0,,,10000.0,130000
PUZZLER COLLECTION,DS,2008,Puzzle,Ubisoft,170000.0,780000.0,,40000.0,1000000
PUZZLER WORLD,DS,2009,Puzzle,Ubisoft,410000.0,300000.0,,70000.0,780000
PUZZLER WORLD 2,DS,2010,Puzzle,Ubisoft,20000.0,70000.0,,20000.0,120000
QUICK YOGA TRAINING,DS,2008,Misc,Ubisoft,130000.0,,,10000.0,140000
QUICKSPOT,DS,2006,Misc,Namco Bandai Games,20000.0,,130000.0,,140000
QUIZ MAGIC ACADEMY DS,DS,2008,Misc,Konami Digital Entertainment,,,320000.0,,320000
