Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
RAYMAN 2 THE GREAT ESCAPE,PS,2000,Platform,Ubisoft,180000.0,120000.0,,20000.0,320000
RAZOR FREESTYLE SCOOTER,PS,1999,Sports,Ubisoft,260000.0,170000.0,,30000.0,460000
REVOLT,PS,1998,Racing,Acclaim Entertainment,110000.0,70000.0,,10000.0,190000
READY 2 RUMBLE BOXING,PS,1998,Sports,Midway Games,600000.0,410000.0,,70000.0,1080000
READY 2 RUMBLE BOXING ROUND 2,PS,2000,Fighting,Midway Games,290000.0,200000.0,,30000.0,520000
REAL BOUT GAROU DENSETSU SPECIAL DOMINATED MIND,PS,1998,Fighting,SNK,,,50000.0,,60000
REAL ROBOTS FINAL ATTACK,PS,1998,Shooter,Banpresto,,,70000.0,10000.0,80000
REEL FISHING,PS,1996,Sports,Natsume,990000.0,130000.0,100000.0,40000.0,1250000
REEL FISHING II,PS,2000,Sports,Victor Interactive,100000.0,70000.0,,10000.0,180000
RELOADED,PS,1996,Action,Gremlin Interactive Ltd,90000.0,60000.0,,10000.0,170000
RENEGADE RACERS,PS,1999,Racing,Interplay,10000.0,10000.0,,,30000
RESIDENT EVIL,PS,1996,Action,Virgin Interactive,2049999.0,1160000.0,1110000.0,730000.0,5050000
RESIDENT EVIL 2,PS,1998,Action,Virgin Interactive,1880000.0,1470000.0,2020000.0,450000.0,5820000
RESIDENT EVIL 2 DUAL SHOCK EDITION,PS,1998,Action,Capcom,,,260000.0,20000.0,270000
RESIDENT EVIL 3 NEMESIS,PS,1999,Action,Eidos Interactive,1300000.0,770000.0,1540000.0,110000.0,3720000
RESIDENT EVIL DIRECTORS CUT,PS,1996,Action,Virgin Interactive,1820000.0,1240000.0,470000.0,250000.0,3770000
RESIDENT EVIL DIRECTORS CUT DUAL SHOCK EDITION,PS,1997,Action,Capcom,,,160000.0,10000.0,170000
RESIDENT EVIL SURVIVOR,PS,2000,Action,Eidos Interactive,230000.0,150000.0,290000.0,50000.0,710000
RETURN FIRE,PS,1996,Strategy,Time Warner Interactive,50000.0,30000.0,,10000.0,90000
REVOLUTION X,PS,1995,Shooter,Acclaim Entertainment,60000.0,40000.0,,10000.0,100000
RHAPSODY A MUSICAL ADVENTURE,PS,1998,Role-Playing,Nippon Ichi Software,20000.0,10000.0,,,40000
RIDGE RACER,PS,1994,Racing,Sony Computer Entertainment,,,740000.0,50000.0,790000
RIDGE RACER REVOLUTION,PS,1995,Racing,Sony Computer Entertainment,170000.0,120000.0,710000.0,70000.0,1070000
RISING ZAN THE SAMURAI GUNMAN,PS,1998,Action,Agetec,10000.0,10000.0,,,20000
RIVAL SCHOOLS UNITED BY FATE,PS,1998,Fighting,Capcom,120000.0,80000.0,280000.0,30000.0,520000
RIVEN THE SEQUEL TO MYST,PS,1997,Adventure,Acclaim Entertainment,180000.0,120000.0,,20000.0,320000
ROAD  TRACK PRESENTS THE NEED FOR SPEED,PS,1995,Racing,Electronic Arts,560000.0,380000.0,,70000.0,1000000
ROAD RASH,PS,1995,Racing,Electronic Arts,710000.0,480000.0,,80000.0,1270000
ROAD RASH 3D,PS,1998,Racing,Electronic Arts,1050000.0,160000.0,,40000.0,1250000
ROAD RASH JAILBREAK,PS,1999,Racing,Electronic Arts,220000.0,150000.0,,30000.0,400000
ROADSTERS,PS,2000,Racing,Titus,20000.0,10000.0,,,30000
ROBO PIT,PS,1995,Fighting,Kokopeli Digital Studios,20000.0,10000.0,,,30000
ROBOTRON X,PS,1996,Shooter,GT Interactive,50000.0,30000.0,,10000.0,80000
ROCKET POWER TEAM ROCKET RESCUE,PS,2001,Sports,THQ,470000.0,320000.0,,50000.0,840000
ROGUE TRIP VACATION 2012,PS,1998,Racing,GT Interactive,210000.0,140000.0,,20000.0,380000
ROLL AWAY,PS,1998,Puzzle,Sony Computer Entertainment,40000.0,30000.0,,,70000
ROLLCAGE,PS,1999,Racing,Psygnosis,120000.0,80000.0,,10000.0,210000
ROLLCAGE STAGE II,PS,2000,Racing,Sony Computer Entertainment,50000.0,30000.0,,10000.0,90000
ROMANCE OF THE THREE KINGDOMS IV WALL OF FIRE,PS,1995,Strategy,Tecmo Koei,50000.0,30000.0,40000.0,10000.0,130000
ROMANCE OF THE THREE KINGDOMS VI AWAKENING OF THE DRAGON,PS,1998,Strategy,Tecmo Koei,30000.0,20000.0,,,50000
ROSCO MCQUEEN FIREFIGHTER EXTREME,PS,1997,Action,Sony Computer Entertainment,50000.0,40000.0,,10000.0,90000
ROSWELL CONSPIRACIES ALIENS MYTHS  LEGENDS,PS,2001,Action,Red Storm Entertainment,20000.0,20000.0,,,40000
RUGRATS STUDIO TOUR,PS,1999,Adventure,THQ,570000.0,670000.0,,70000.0,1310000
RUGRATS IN PARIS THE MOVIE,PS,2000,Action,THQ,1960000.0,1330000.0,,230000.0,3520000
RUGRATS SEARCH FOR REPTAR,PS,1998,Adventure,THQ,1630000.0,1530000.0,,180000.0,3340000
RUGRATS TOTALLY ANGELICA,PS,2001,Adventure,THQ,60000.0,40000.0,,10000.0,120000
RUNNING WILD,PS,1997,Racing,989 Studios,50000.0,30000.0,,10000.0,90000
RUSH HOUR,PS,1997,Misc,Psygnosis,20000.0,10000.0,,,30000
SCARS,PS,1998,Racing,Ubisoft,50000.0,30000.0,,10000.0,80000
SD GUNDAM G CENTURY,PS,1997,Strategy,Namco Bandai Games,,,270000.0,20000.0,290000
SD GUNDAM G GENERATION,PS,1998,Strategy,Namco Bandai Games,,,670000.0,50000.0,720000
SD GUNDAM G GENERATION ZERO,PS,1999,Strategy,Namco Bandai Games,,,510000.0,40000.0,550000
SD GUNDAM G GENERATIONF,PS,2000,Strategy,Namco Bandai Games,,,360000.0,20000.0,380000
SD GUNDAM G GENERATIONFIF,PS,2001,Strategy,Namco Bandai Games,,,110000.0,10000.0,120000
SD GUNDAM OVER GALAXIAN,PS,1996,Shooter,Namco Bandai Games,,,50000.0,,50000
SAGA FRONTIER,PS,1997,Role-Playing,SquareSoft,150000.0,40000.0,1070000.0,90000.0,1350000
SAGA FRONTIER 2,PS,1999,Role-Playing,SquareSoft,100000.0,70000.0,710000.0,60000.0,940000
SABANS POWER RANGERS LIGHTSPEED RESCUE,PS,2000,Action,THQ,190000.0,130000.0,,20000.0,350000
SAIYUKI JOURNEY WEST,PS,1999,Strategy,Tecmo Koei,30000.0,20000.0,,,50000
SALTWATER SPORTFISHING,PS,2001,Sports,Take-Two Interactive,120000.0,80000.0,,10000.0,220000
SAMMY SOSA HIGH HEAT BASEBALL 2001,PS,2000,Sports,3DO,320000.0,220000.0,,40000.0,580000
SAMURAI DEEPER KYO,PS,2002,Fighting,Namco Bandai Games,,,50000.0,,50000
SAMURAI SHODOWN WARRIOS RAGE,PS,1999,Fighting,SNK,10000.0,,,,10000
SAN FRANCISCO RUSH EXTREME RACING,PS,1997,Racing,GT Interactive,210000.0,150000.0,,30000.0,380000
SCOOBY DOO AND THE CYBER CHASE,PS,2001,Adventure,THQ,590000.0,1230000.0,,130000.0,1940000
SCRABBLE,PS,1999,Misc,Ubisoft,140000.0,100000.0,,20000.0,250000
SENGOKU CYBER FUJIMARU JIGOKUHEN,PS,1995,Strategy,Sony Computer Entertainment,,,110000.0,10000.0,120000
SENTOU KOKKA AIR LAND BATTLE,PS,1995,Strategy,Sony Computer Entertainment,,,130000.0,10000.0,130000
SESAME STREET ELMOS LETTER ADVENTURE,PS,1998,Misc,NewKidCo,170000.0,120000.0,,20000.0,310000
SESAME STREET ELMOS NUMBER JOURNEY,PS,1998,Misc,NewKidCo,130000.0,90000.0,,20000.0,240000
SHADOW MADNESS,PS,1999,Action,Crave Entertainment,100000.0,70000.0,,10000.0,180000
SHADOW MAN,PS,1998,Action,Acclaim Entertainment,140000.0,90000.0,,20000.0,250000
SHADOW MASTER,PS,1997,Adventure,Psygnosis,50000.0,40000.0,,10000.0,100000
SHADOW TOWER,PS,1998,Role-Playing,From Software,10000.0,10000.0,70000.0,10000.0,100000
SHAMAN KING SPIRIT OF SHAMANS,PS,2002,Action,Namco Bandai Games,,,180000.0,10000.0,200000
SHANGHAI TRUE VALOR,PS,1998,Puzzle,Activision,10000.0,10000.0,,,20000
SHELLSHOCK,PS,1995,Action,Core Design Ltd.,60000.0,40000.0,,10000.0,100000
SHIN FORTUNE QUEST SOKUTAKU NO KISHI,PS,1996,Misc,Media Works,,,40000.0,,40000
SHIN MEGAMI TENSEI,PS,2001,Role-Playing,Atlus,,,90000.0,10000.0,90000
SHIN MEGAMI TENSEI DEVIL SUMMONER  SOUL HACKERS,PS,1999,Role-Playing,Atlus,,,140000.0,10000.0,150000
SHIN NIPPON PRO WRESTLING TOUKON RETSUDEN,PS,1995,Fighting,Tomy Corporation,,,300000.0,20000.0,330000
SHIN NIPPON PRO WRESTLING TOUKON RETSUDEN 2,PS,1996,Fighting,Tomy Corporation,,,260000.0,20000.0,270000
SHIN NIPPON PRO WRESTLING TOUKON RETSUDEN 3,PS,1998,Fighting,Tomy Corporation,,,210000.0,10000.0,230000
SHIN SUPER ROBOT TAISEN,PS,1996,Role-Playing,Banpresto,,,520000.0,40000.0,550000
SHIN SUPER ROBOT TAISEN SPECIAL DISK,PS,1997,Strategy,Banpresto,,,300000.0,20000.0,320000
SHINSEIKI EVANGELION EVA YUKAI NA NAKAMA TACHI,PS,1998,Misc,Gainax Network Systems,,,50000.0,,50000
SHINSEIKI EVANGELION KOUTETSU NO GIRLFRIEND,PS,1998,Adventure,Gainax Network Systems,,,110000.0,10000.0,110000
SHOCKWAVE ASSAULT,PS,1995,Simulation,Electronic Arts,50000.0,40000.0,,10000.0,90000
SHOOTER STARFIGHTER SANVEIN,PS,2000,Shooter,Midas Interactive Entertainment,10000.0,10000.0,,,20000
SILENT BOMBER,PS,1999,Action,Virgin Interactive,10000.0,10000.0,,,20000
SILENT HILL,PS,1999,Action,Konami Digital Entertainment,710000.0,480000.0,300000.0,100000.0,1600000
SILHOUETTE MIRAGE,PS,1998,Platform,ESP,30000.0,20000.0,,,50000
SIM THEME PARK,PS,1999,Strategy,Electronic Arts,350000.0,240000.0,,40000.0,630000
SIMCITY 2000,PS,1996,Simulation,Maxis,680000.0,460000.0,,80000.0,1220000
SIMPLE 1500 SERIES VOL 1 THE MAHJONG,PS,1998,Misc,D3Publisher,,,990000.0,70000.0,1060000
SIMPLE 1500 SERIES VOL 73 THE INVADERS SPACE INVADERS 1500,PS,2001,Shooter,D3Publisher,310000.0,210000.0,,40000.0,550000
SIMPSONS WRESTLING,PS,2001,Fighting,Electronic Arts,230000.0,1160000.0,,110000.0,1510000
SKELETON WARRIORS,PS,1996,Platform,Virgin Interactive,40000.0,30000.0,,10000.0,80000
SKULLMONKEYS,PS,1998,Platform,DreamWorks Interactive,70000.0,50000.0,,10000.0,130000
SKYDIVING EXTREME,PS,2001,Sports,Banpresto,40000.0,30000.0,,10000.0,80000
SLAM N JAM 96 FEATURING MAGIC  KAREEM,PS,1995,Sports,Crystal Dynamics,40000.0,30000.0,,10000.0,80000
SLAYERS ROYAL,PS,1998,Role-Playing,Kadokawa Shoten,,,80000.0,10000.0,80000
SLED STORM,PS,1998,Racing,Electronic Arts,900000.0,610000.0,,110000.0,1620000
SMALL SOLDIERS,PS,1998,Platform,Electronic Arts,340000.0,230000.0,,40000.0,610000
SNOCROSS CHAMPIONSHIP RACING,PS,1999,Racing,Ubisoft,520000.0,350000.0,,60000.0,930000
SNOWBOARDING,PS,2000,Sports,Midas Interactive Entertainment,160000.0,110000.0,,20000.0,290000
SOTSUGYOU CROSSWORLD,PS,1996,Simulation,Hearty Robin,,,80000.0,10000.0,90000
SOTSUGYOU II NEO GENERATION,PS,1995,Simulation,Riverhillsoft,,,40000.0,,40000
SOUKAIGI,PS,1998,Role-Playing,SquareSoft,,,130000.0,10000.0,140000
SOUL EDGE,PS,1996,Fighting,Sony Computer Entertainment,610000.0,410000.0,460000.0,100000.0,1590000
SOUND NOVEL EVOLUTION 1 OTOGIRISOU SOSEIHEN,PS,1999,Adventure,ChunSoft,,,160000.0,10000.0,170000
SOUTH PARK,PS,1998,Shooter,Acclaim Entertainment,390000.0,270000.0,,50000.0,710000
SOUTH PARK RALLY,PS,1998,Racing,Acclaim Entertainment,200000.0,130000.0,,20000.0,360000
SOUTH PARK CHEFS LUV SHACK,PS,1998,Misc,Acclaim Entertainment,170000.0,120000.0,,20000.0,310000
SOVIET STRIKE,PS,1996,Simulation,Electronic Arts,650000.0,440000.0,,80000.0,1170000
SPACE BATTLESHIP YAMATO HARUKANARU HOSHI ISCANDAR,PS,1999,Strategy,Namco Bandai Games,,,160000.0,10000.0,170000
SPACE GRIFFON VF9,PS,1995,Role-Playing,Panther Software,20000.0,20000.0,120000.0,10000.0,170000
SPACE HULK VENGEANCE OF THE BLOOD ANGELS,PS,1995,Shooter,Electronic Arts,40000.0,30000.0,,,70000
SPACE JAM,PS,1996,Sports,Acclaim Entertainment,510000.0,350000.0,,60000.0,920000
SPAWN THE ETERNAL,PS,1997,Action,Sony Computer Entertainment,140000.0,90000.0,,20000.0,240000
SPEC OPS AIRBORNE COMMANDO,PS,2002,Shooter,Take-Two Interactive,1540000.0,460000.0,,80000.0,2069999
SPEC OPS COVERT ASSAULT,PS,2001,Shooter,Take-Two Interactive,240000.0,160000.0,,30000.0,430000
SPEC OPS RANGER ELITE,PS,2001,Shooter,TalonSoft,490000.0,330000.0,,60000.0,870000
SPEED PUNKS,PS,1998,Racing,Sony Computer Entertainment,110000.0,80000.0,,10000.0,200000
SPEED RACER,PS,1996,Racing,Tomy Corporation,40000.0,20000.0,,,70000
SPEEDBALL 2100,PS,2000,Sports,Empire Interactive,100000.0,70000.0,,10000.0,180000
SPICE WORLD,PS,1998,Action,Sony Computer Entertainment,370000.0,250000.0,,40000.0,670000
SPIDERMAN,PS,2000,Action,Activision,1700000.0,1250000.0,20000.0,160000.0,3130000
SPIDERMAN 2 ENTER ELECTRO,PS,2001,Action,Activision,570000.0,870000.0,20000.0,90000.0,1550000
SPIN JAM,PS,2000,Puzzle,Empire Interactive,170000.0,120000.0,,20000.0,310000
SPONGEBOB SQUAREPANTS SUPERSPONGE,PS,2001,Action,THQ,1120000.0,580000.0,,80000.0,1780000
SPORTS CAR GT,PS,1999,Racing,Electronic Arts,120000.0,80000.0,,10000.0,220000
SPOT GOES TO HOLLYWOOD,PS,1996,Platform,Virgin Interactive,40000.0,30000.0,,,70000
SPYRO 2 RIPTOS RAGE,PS,1999,Platform,Sony Computer Entertainment,2140000.0,1210000.0,10000.0,170000.0,3520000
SPYRO THE DRAGON,PS,1998,Platform,Sony Computer Entertainment,3360000.0,1360000.0,70000.0,210000.0,5000000
SPYRO YEAR OF THE DRAGON,PS,2000,Platform,Sony Computer Entertainment,1930000.0,1580000.0,,190000.0,3710000
STAR FIGHTER,PS,1995,Shooter,Telstar,40000.0,20000.0,,,60000
STAR GLADIATOR EPISODE I FINAL CRUSADE,PS,1996,Fighting,Virgin Interactive,70000.0,50000.0,150000.0,20000.0,300000
STAR OCEAN THE SECOND STORY,PS,1998,Role-Playing,Sony Computer Entertainment,260000.0,100000.0,720000.0,20000.0,1100000
STAR TREK INVASION,PS,2000,Simulation,Activision,150000.0,100000.0,,20000.0,260000
STAR WARS EPISODE 1 JEDI POWER BATTLES,PS,1999,Action,LucasArts,660000.0,480000.0,10000.0,60000.0,1210000
STAR WARS EPISODE I THE PHANTOM MENACE,PS,1999,Adventure,LucasArts,720000.0,890000.0,40000.0,100000.0,1740000
STAR WARS DARK FORCES,PS,1996,Shooter,LucasArts,310000.0,210000.0,,40000.0,550000
STAR WARS DEMOLITION,PS,2000,Racing,Activision,250000.0,170000.0,,30000.0,460000
STAR WARS MASTERS OF TERAS KASI,PS,1997,Action,LucasArts,380000.0,260000.0,,40000.0,680000
STAR WARS REBEL ASSAULT II  THE HIDDEN EMPIRE,PS,1996,Shooter,CTO SpA,490000.0,330000.0,,60000.0,880000
STARBLADE Α,PS,1995,Shooter,Sony Computer Entertainment,,,150000.0,10000.0,160000
STARWINDER THE ULTIMATE SPACE RACE,PS,1996,Racing,Mindscape,30000.0,20000.0,,,60000
STOLEN SONG,PS,1998,Adventure,Sony Computer Entertainment,,,110000.0,10000.0,120000
STREAK HOVERBOARD RACING,PS,1998,Racing,GT Interactive,90000.0,60000.0,,10000.0,150000
STREET FIGHTER ALPHA 2,PS,1996,Fighting,Virgin Interactive,140000.0,90000.0,570000.0,60000.0,850000
STREET FIGHTER ALPHA 3,PS,1998,Fighting,Virgin Interactive,380000.0,120000.0,510000.0,20000.0,1030000
STREET FIGHTER ALPHA WARRIORS DREAMS,PS,1995,Fighting,Virgin Interactive,170000.0,110000.0,430000.0,50000.0,760000
STREET FIGHTER COLLECTION,PS,1997,Fighting,Capcom,,,90000.0,10000.0,100000
STREET FIGHTER EX PLUS ALPHA,PS,1997,Fighting,Virgin Interactive,280000.0,190000.0,230000.0,50000.0,750000
STREET FIGHTER EX2 PLUS,PS,1998,Fighting,Virgin Interactive,130000.0,90000.0,,20000.0,230000
STREET FIGHTER THE MOVIE,PS,1995,Fighting,Acclaim Entertainment,100000.0,70000.0,,10000.0,170000
STREET RACER,PS,1996,Racing,Ubisoft,90000.0,60000.0,,10000.0,160000
STREET SK8ER,PS,1998,Sports,Electronic Arts,370000.0,250000.0,,40000.0,670000
STRIDER 2,PS,2000,Platform,Virgin Interactive,50000.0,30000.0,,10000.0,80000
STRIKE POINT,PS,1996,Simulation,Elite,40000.0,30000.0,,,70000
STRIKER 96,PS,1995,Sports,Time Warner Interactive,40000.0,30000.0,,10000.0,80000
STRIKERS 1945,PS,1998,Shooter,Midas Interactive Entertainment,70000.0,50000.0,,10000.0,120000
SUIKODEN,PS,1995,Role-Playing,Konami Digital Entertainment,210000.0,140000.0,210000.0,40000.0,600000
SUIKODEN II,PS,1998,Role-Playing,Konami Digital Entertainment,150000.0,100000.0,380000.0,40000.0,680000
SUPER PUZZLE FIGHTER II TURBO,PS,1996,Puzzle,Virgin Interactive,80000.0,50000.0,,10000.0,140000
SUPER ROBOT TAISEN COMPLETE BOX,PS,1999,Strategy,Banpresto,,,290000.0,20000.0,310000
SUPER ROBOT TAISEN F KANKETSUHEN,PS,1999,Strategy,Banpresto,,,210000.0,10000.0,230000
SUPER ROBOT TAISEN Α,PS,2000,Strategy,Banpresto,,,750000.0,50000.0,800000
SUPER ROBOT TAISEN Α GAIDEN,PS,2001,Strategy,Banpresto,,,580000.0,40000.0,620000
SUPERBIKE 2000,PS,1999,Racing,Electronic Arts,150000.0,100000.0,,20000.0,270000
SURF RIDERS,PS,1999,Sports,Ubisoft,70000.0,50000.0,,10000.0,130000
SYDNEY 2000,PS,2000,Sports,Eidos Interactive,150000.0,100000.0,,20000.0,270000
SYNDICATE WARS,PS,1997,Strategy,Electronic Arts,20000.0,10000.0,,,40000
SYPHON FILTER,PS,1999,Shooter,Sony Computer Entertainment,2029999.0,720000.0,20000.0,110000.0,2880000
SYPHON FILTER 2,PS,2000,Shooter,Sony Computer Entertainment,1500000.0,550000.0,20000.0,80000.0,2150000
SYPHON FILTER 3,PS,2001,Shooter,Sony Computer Entertainment,290000.0,200000.0,,30000.0,520000
TAI FU WRATH OF THE TIGER,PS,1998,Action,Activision,80000.0,60000.0,,10000.0,150000
TRAG  TACTICAL RESCUE ASSAULT GROUP MISSION OF MERCY,PS,1998,Adventure,Sunsoft,80000.0,50000.0,,10000.0,140000
TNN MOTOR SPORTS HARDCORE 4X4,PS,1996,Racing,ASC Games,730000.0,500000.0,,90000.0,1310000
TOCA 2 TOURING CARS,PS,1998,Racing,Codemasters,30000.0,1160000.0,20000.0,110000.0,1320000
TOCA TOURING CAR CHAMPIONSHIP,PS,1997,Racing,Codemasters,70000.0,2000000.0,20000.0,180000.0,2280000
TAIHO SHICHAUZO,PS,2001,Adventure,Pioneer LDC,,,50000.0,,50000
TAIL CONCERTO,PS,1998,Adventure,Namco Bandai Games,20000.0,10000.0,,,30000
TAIL OF THE SUN,PS,1996,Role-Playing,ArtDink,10000.0,10000.0,,,20000
TALES OF DESTINY,PS,1997,Role-Playing,Namco Bandai Games,90000.0,60000.0,830000.0,70000.0,1040000
TALES OF DESTINY II,PS,2000,Role-Playing,Namco Bandai Games,60000.0,40000.0,660000.0,50000.0,810000
TALES OF PHANTASIA,PS,1998,Role-Playing,Namco Bandai Games,,,540000.0,40000.0,580000
TEAR RING SAGA YUTONA EIYUU SENKI,PS,2001,Role-Playing,Enterbrain,,,370000.0,30000.0,390000
TECMO SUPER BOWL,PS,1996,Sports,Tecmo Koei,60000.0,40000.0,,10000.0,120000
TECMOS DECEPTION,PS,1996,Role-Playing,Sunsoft,40000.0,30000.0,,,70000
TEKKEN,PS,1995,Fighting,Sony Computer Entertainment,950000.0,1300000.0,770000.0,220000.0,3240000
TEKKEN 2,PS,1996,Fighting,Sony Computer Entertainment,2260000.0,1890000.0,1360000.0,230000.0,5740000
TEKKEN 3,PS,1998,Fighting,Sony Computer Entertainment,3270000.0,2220000.0,1400000.0,290000.0,7160000
TEMPEST 3X,PS,1995,Shooter,Interplay,40000.0,30000.0,,10000.0,80000
TENCHU 2 BIRTH OF THE STEALTH ASSASSINS,PS,2000,Action,Activision,320000.0,220000.0,,40000.0,580000
TENCHU STEALTH ASSASSINS,PS,1997,Action,Activision,950000.0,640000.0,270000.0,130000.0,1990000
TEST DRIVE 4,PS,1997,Racing,Electronic Arts,670000.0,460000.0,,80000.0,1210000
TEST DRIVE 5,PS,1997,Racing,Accolade,1050000.0,200000.0,,50000.0,1300000
TEST DRIVE 6,PS,1999,Racing,Atari,400000.0,270000.0,,50000.0,720000
TEST DRIVE LE MANS,PS,1999,Racing,Infogrames,30000.0,20000.0,,,50000
TEST DRIVE OFF ROAD,PS,1997,Racing,Eidos Interactive,650000.0,440000.0,,80000.0,1160000
TETRIS PLUS,PS,1996,Puzzle,JVC,2100000.0,240000.0,,70000.0,2400000
THE ADVENTURES OF LOMAX,PS,1996,Platform,Psygnosis,10000.0,10000.0,,,30000
THE BOMBING ISLANDS,PS,1997,Platform,Kemco,80000.0,50000.0,,10000.0,140000
THE CONVENI ANO MACHI WO DOKUSEN SEYO,PS,1997,Simulation,Human Entertainment,,,300000.0,20000.0,320000
THE CROW CITY OF ANGELS,PS,1997,Action,Acclaim Entertainment,10000.0,10000.0,,,20000
THE DUKES OF HAZZARD RACING FOR HOME,PS,1999,Racing,Ubisoft,990000.0,160000.0,,40000.0,1190000
THE FIFTH ELEMENT,PS,1998,Action,Sony Computer Entertainment,80000.0,50000.0,,10000.0,140000
THE FINAL ROUND,PS,1996,Sports,Konami Digital Entertainment,40000.0,30000.0,,,70000
THE FLINTSTONES BEDROCK BOWLING,PS,2000,Sports,Ubisoft,70000.0,50000.0,,10000.0,130000
THE GAME OF LIFE,PS,1998,Misc,Unknown,460000.0,310000.0,,50000.0,830000
THE GRANSTREAM SAGA,PS,1997,Role-Playing,Sony Computer Entertainment,80000.0,50000.0,,10000.0,140000
THE GRINCH,PS,1999,Adventure,Konami Digital Entertainment,290000.0,200000.0,,30000.0,520000
THE INCREDIBLE HULK THE PANTHEON SAGA,PS,1996,Action,Eidos Interactive,90000.0,60000.0,,10000.0,160000
THE KING OF FIGHTERS 95,PS,1996,Fighting,Sony Computer Entertainment,,,160000.0,10000.0,170000
THE KING OF FIGHTERS 96,PS,1997,Fighting,SNK,,,70000.0,10000.0,80000
THE KING OF FIGHTERS 97,PS,1998,Fighting,SNK,,,160000.0,10000.0,170000
THE KING OF FIGHTERS 98 DREAM MATCH NEVER ENDS,PS,1999,Fighting,SNK Playmore,50000.0,30000.0,,10000.0,80000
THE KING OF FIGHTERS 99,PS,2000,Fighting,SNK,,,110000.0,10000.0,110000
THE KING OF FIGHTERS KYO,PS,1998,Fighting,SNK Playmore,,,40000.0,,40000
THE LAND BEFORE TIME BIG WATER ADVENTURE,PS,2002,Platform,TDK Mediactive,120000.0,80000.0,,10000.0,210000
THE LAND BEFORE TIME GREAT VALLEY RACING ADVENTURE,PS,2001,Racing,TDK Mediactive,50000.0,40000.0,,10000.0,100000
THE LEGEND OF DRAGOON,PS,1999,Role-Playing,Sony Computer Entertainment,940000.0,440000.0,390000.0,100000.0,1860000
THE LOST WORLD JURASSIC PARK,PS,1997,Action,Electronic Arts,570000.0,390000.0,,70000.0,1020000
THE MISADVENTURES OF TRON BONNE,PS,1999,Adventure,Eidos Interactive,30000.0,20000.0,,,50000
THE NEXT TETRIS,PS,1998,Puzzle,Atari,450000.0,310000.0,,50000.0,810000
THE PERFECT GOLF,PS,1995,Sports,Seta Corporation,,,30000.0,,30000
THE POWERPUFF GIRLS CHEMICAL XTRACTION,PS,2001,Action,BAM! Entertainment,140000.0,100000.0,,20000.0,250000
THE PUTTER GOLF,PS,2001,Sports,D3Publisher,40000.0,30000.0,,,70000
THE RAIDEN PROJECT,PS,1995,Shooter,Ocean,60000.0,40000.0,120000.0,10000.0,230000
THE SMURFS,PS,1998,Action,Infogrames,20000.0,20000.0,,,40000
THE UNHOLY WAR,PS,1998,Strategy,Eidos Interactive,70000.0,50000.0,,10000.0,130000
THE WEAKEST LINK,PS,2001,Misc,Activision,50000.0,30000.0,,10000.0,90000
THE WILD THORNBERRYS ANIMAL ADVENTURES,PS,2000,Adventure,Mattel Interactive,100000.0,70000.0,,10000.0,170000
THE X FILES,PS,1999,Adventure,Sony Computer Entertainment,240000.0,160000.0,,30000.0,420000
THEME HOSPITAL,PS,1998,Strategy,Electronic Arts,30000.0,20000.0,30000.0,10000.0,90000
THEME PARK,PS,1994,Simulation,Electronic Arts,240000.0,160000.0,130000.0,40000.0,570000
THERE,PS,2002,Simulation,Infogrames,30000.0,20000.0,,,60000
THOROUGHBRED BREEDER II PLUS,PS,1995,Simulation,Hect,,,40000.0,,40000
THOUSAND ARMS,PS,1998,Role-Playing,Atlus,60000.0,40000.0,,10000.0,120000
THRASHER PRESENTS SKATE AND DESTROY,PS,1998,Sports,Take-Two Interactive,220000.0,150000.0,,30000.0,390000
THREADS OF FATE,PS,1999,Role-Playing,SquareSoft,120000.0,80000.0,,10000.0,210000
THUNDER FORCE V PERFECT SYSTEM,PS,1998,Shooter,TechnoSoft,30000.0,20000.0,,,50000
THUNDER TRUCK RALLY,PS,1997,Racing,Psygnosis,80000.0,50000.0,,10000.0,140000
THUNDERSTRIKE 2,PS,1994,Simulation,Core Design Ltd.,100000.0,70000.0,,10000.0,190000
TIGER WOODS 99 PGA TOUR GOLF,PS,1997,Sports,Electronic Arts,850000.0,580000.0,,100000.0,1530000
TIGER WOODS PGA TOUR 2000,PS,1998,Sports,Electronic Arts,370000.0,250000.0,,40000.0,660000
TIGERSHARK,PS,1997,Simulation,GT Interactive,40000.0,30000.0,,,70000
TIGGERS HONEY HUNT,PS,2000,Platform,Ubisoft,160000.0,110000.0,,20000.0,280000
TIME COMMANDO,PS,1996,Action,Adeline Software,100000.0,70000.0,,10000.0,170000
TIME CRISIS,PS,1997,Shooter,Namco Bandai Games,380000.0,870000.0,330000.0,100000.0,1680000
TIME CRISIS PROJECT TITAN,PS,2001,Shooter,Namco Bandai Games,30000.0,20000.0,,,50000
TIMESHOCK PRO PINBALL,PS,1998,Misc,Empire Interactive,20000.0,10000.0,,,30000
TINY TANK,PS,1998,Action,Sony Computer Entertainment,190000.0,130000.0,,20000.0,340000
TINY TOON ADVENTURES PLUCKYS BIG ADVENTURE,PS,2001,Action,Conspiracy Entertainment,150000.0,100000.0,,20000.0,270000
TINY TOON ADVENTURES THE GREAT BEANSTALK,PS,1998,Misc,Sony Computer Entertainment,170000.0,120000.0,,20000.0,310000
