,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
842,Destrega,PS,1998,Fighting,Sony Computer Entertainment,"$40,000","$30,000",$0,$0,"$70,000"
843,Destruction Derby,PS,1995,Racing,Psygnosis,"$500,000","$340,000",$0,"$60,000","$900,000"
844,Destruction Derby 2,PS,1996,Racing,Psygnosis,"$650,000","$440,000",$0,"$80,000","$1,170,000"
845,Destruction Derby Raw,PS,2000,Racing,Sony Computer Entertainment,"$80,000","$50,000",$0,"$10,000","$140,000"
846,Detana TwinBee Yahho! Deluxe Pack,PS,1995,Shooter,Konami Digital Entertainment,$0,$0,"$80,000","$10,000","$90,000"
847,Detective Barbie: The Mystery Cruise,PS,1999,Adventure,Mattel Interactive,"$80,000","$50,000",$0,"$10,000","$140,000"
848,Devil Dice,PS,1998,Puzzle,THQ,"$50,000","$30,000","$1,100,000","$80,000","$1,260,000"
849,Diablo,PS,1997,Role-Playing,Electronic Arts,"$290,000","$190,000","$70,000","$40,000","$580,000"
850,Die Hard Trilogy,PS,1996,Shooter,Fox Interactive,"$850,000","$580,000",$0,"$100,000","$1,540,000"
851,Die Hard Trilogy 2: Viva Las Vegas,PS,1999,Action,Fox Interactive,"$270,000","$180,000",$0,"$30,000","$490,000"
852,Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,"$60,000","$40,000",$0,"$10,000","$110,000"
853,Digimon Rumble Arena,PS,2001,Fighting,Namco Bandai Games,"$10,000","$10,000",$0,$0,"$20,000"
854,Digimon World,PS,1999,Role-Playing,Namco Bandai Games,"$560,000","$380,000","$280,000","$80,000","$1,300,000"
855,Digimon World 2,PS,2000,Role-Playing,Namco Bandai Games,"$230,000","$160,000","$160,000","$40,000","$580,000"
856,Dino Crisis,PS,1998,Action,Capcom,"$810,000","$760,000","$700,000","$140,000","$2,410,000"
857,Dino Crisis 2,PS,2000,Action,Virgin Interactive,"$340,000","$490,000","$280,000","$100,000","$1,210,000"
858,Discworld,PS,1994,Adventure,Psygnosis,"$40,000","$20,000",$0,$0,"$60,000"
859,Discworld II: Mortality Bytes!,PS,1996,Adventure,Psygnosis,"$10,000","$10,000",$0,$0,"$20,000"
860,Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000,Platform,Eidos Interactive,"$340,000","$230,000",$0,"$40,000","$620,000"
861,Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,"$50,000","$40,000",$0,"$10,000","$90,000"
862,Disney's Atlantis: The Lost Empire,PS,2001,Platform,Sony Computer Entertainment,"$100,000","$70,000",$0,"$10,000","$170,000"
863,Disney's Donald Duck: Goin' Quackers,PS,2000,Platform,Ubisoft,"$80,000","$60,000",$0,"$10,000","$150,000"
864,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,2003,Misc,Sony Computer Entertainment,"$230,000","$150,000",$0,"$30,000","$400,000"
865,Disney's Story Studio: Disney's Mulan,PS,1999,Misc,Sony Computer Entertainment,"$90,000","$60,000",$0,"$10,000","$150,000"
866,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003,Misc,Sony Computer Entertainment,"$690,000","$470,000",$0,"$80,000","$1,230,000"
867,Disney's The Emperor's New Groove,PS,2000,Platform,Sony Computer Entertainment,"$170,000","$120,000",$0,"$20,000","$310,000"
868,Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,Activision,"$80,000","$60,000",$0,"$10,000","$150,000"
869,Disruptor,PS,1995,Shooter,Interplay,"$70,000","$50,000",$0,"$10,000","$130,000"
870,Doki Oki,PS,1995,Adventure,Banpresto,$0,$0,"$20,000",$0,"$30,000"
871,Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment,$0,$0,"$1,000,000","$70,000","$1,070,000"
872,Doom,PS,1994,Shooter,Infogrames,"$430,000","$300,000",$0,"$50,000","$780,000"
873,Dragon Ball GT: Final Bout,PS,1997,Fighting,Namco Bandai Games,"$20,000","$20,000","$220,000","$20,000","$270,000"
874,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996,Fighting,Namco Bandai Games,$0,$0,"$180,000","$10,000","$190,000"
875,Dragon Quest IV: Michibikareshi Monotachi,PS,2001,Role-Playing,Enix Corporation,$0,$0,"$1,200,000","$10,000","$1,210,000"
876,Dragon Quest Monsters 1·2,PS,2002,Role-Playing,Enix Corporation,$0,$0,"$300,000","$20,000","$320,000"
877,Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,"$200,000","$140,000","$4,100,000","$20,000","$4,470,000"
878,Dragon Tales: Dragon Seek,PS,2000,Platform,Ubisoft,"$50,000","$30,000",$0,"$10,000","$90,000"
879,Dragon Valor,PS,1999,Role-Playing,Sony Computer Entertainment,"$40,000","$30,000",$0,$0,"$70,000"
880,DragonHeart: Fire & Steel,PS,1996,Action,Acclaim Entertainment,"$20,000","$10,000",$0,$0,"$30,000"
881,Dragonseeds,PS,1998,Action,Jaleco,"$30,000","$20,000","$40,000","$10,000","$100,000"
882,Driver,PS,1999,Action,GT Interactive,"$3,110,000","$2,800,000","$20,000","$330,000","$6,270,000"
883,Driver 2,PS,2000,Action,Atari,"$2,360,000","$2,100,000","$20,000","$250,000","$4,730,000"
884,Ducati World Racing Challenge,PS,2001,Racing,Acclaim Entertainment,"$20,000","$10,000",$0,$0,"$30,000"
885,Duke Nukem: Land of the Babes,PS,2000,Shooter,Atari,"$40,000","$30,000",$0,$0,"$80,000"
886,Duke Nukem: Time to Kill,PS,1998,Shooter,Take-Two Interactive,"$770,000","$540,000",$0,"$70,000","$1,380,000"
887,Duke Nukem: Total Meltdown,PS,1997,Shooter,GT Interactive,"$340,000","$230,000",$0,"$40,000","$610,000"
888,Dune 2000,PS,1999,Strategy,Electronic Arts,"$140,000","$90,000",$0,"$20,000","$250,000"
889,Dynasty Warriors,PS,1997,Action,Tecmo Koei,"$90,000","$60,000","$110,000","$20,000","$270,000"
890,E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,Ubisoft,"$20,000","$10,000",$0,$0,"$40,000"
891,ECW Anarchy Rulz,PS,1999,Fighting,Acclaim Entertainment,"$60,000","$40,000",$0,"$10,000","$110,000"
892,ECW Hardcore Revolution,PS,1999,Fighting,Acclaim Entertainment,"$270,000","$180,000",$0,"$30,000","$480,000"
893,ESPN Extreme Games,PS,1994,Sports,Sony Computer Entertainment,"$110,000","$80,000","$170,000","$30,000","$380,000"
894,ESPN X-Games Pro Boarder,PS,1997,Sports,Sony Computer Entertainment,"$180,000","$120,000",$0,"$20,000","$320,000"
895,Echo Night,PS,1998,Adventure,From Software,"$30,000","$20,000","$70,000","$10,000","$120,000"
896,Ehrgeiz,PS,1998,Fighting,SquareSoft,"$170,000","$120,000",$0,"$20,000","$300,000"
897,Einhänder,PS,1997,Shooter,SquareSoft,"$100,000","$70,000","$130,000","$20,000","$310,000"
898,Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,"$30,000","$20,000",$0,$0,"$60,000"
899,Epidemic,PS,1995,Shooter,Sony Computer Entertainment,"$20,000","$10,000","$100,000","$10,000","$140,000"
900,Eternal Eyes,PS,1999,Role-Playing,Sunsoft,"$80,000","$50,000",$0,"$10,000","$140,000"
901,Evil Dead: Hail to the King,PS,2000,Adventure,THQ,"$150,000","$100,000",$0,"$20,000","$270,000"
902,Evil Zone,PS,1998,Fighting,Titus,"$140,000","$100,000",$0,"$20,000","$250,000"
903,Expendable,PS,1999,Action,Infogrames,"$30,000","$20,000",$0,$0,"$50,000"
904,Extreme Pinball,PS,1995,Misc,Electronic Arts,"$180,000","$120,000",$0,"$20,000","$320,000"
905,F1 2000,PS,2000,Racing,Electronic Arts,"$140,000","$90,000",$0,"$20,000","$250,000"
906,F1 Racing Championship,PS,2000,Racing,Video System,"$60,000","$40,000",$0,"$10,000","$110,000"
907,FIFA 2000,PS,1998,Sports,Electronic Arts,"$220,000","$1,470,000","$40,000","$140,000","$1,870,000"
908,FIFA 2001 Major League Soccer,PS,2000,Sports,Electronic Arts,"$180,000","$120,000",$0,"$20,000","$320,000"
909,FIFA Soccer 2002,PS,2001,Sports,Electronic Arts,"$80,000","$60,000",$0,"$10,000","$150,000"
910,FIFA Soccer 96,PS,1995,Sports,Electronic Arts,"$90,000","$60,000",$0,"$10,000","$160,000"
911,FIFA Soccer 97,PS,1996,Sports,Electronic Arts,"$90,000","$60,000",$0,"$10,000","$160,000"
912,FIFA: Road to World Cup 98,PS,1997,Sports,Electronic Arts,"$140,000","$90,000","$460,000","$50,000","$730,000"
913,Fade to Black,PS,1996,Action,Electronic Arts,"$190,000","$130,000",$0,"$20,000","$340,000"
914,Fantastic Four,PS,1997,Action,Acclaim Entertainment,"$40,000","$30,000",$0,$0,"$70,000"
915,Fatal Fury: Wild Ambition,PS,1999,Fighting,SNK Playmore,"$30,000","$20,000",$0,$0,"$50,000"
916,Fear Effect,PS,1998,Action,Eidos Interactive,"$400,000","$270,000",$0,"$50,000","$720,000"
917,Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,"$100,000","$70,000",$0,"$10,000","$180,000"
918,Felony 11-79,PS,1997,Racing,ASCII Entertainment,"$60,000","$40,000",$0,"$10,000","$110,000"
919,Fighter Maker,PS,1998,Fighting,Agetec,"$50,000","$40,000","$70,000","$10,000","$170,000"
920,Fighting Force,PS,1997,Fighting,Eidos Interactive,"$730,000","$500,000",$0,"$90,000","$1,320,000"
921,Fighting Force 2,PS,1999,Action,Eidos Interactive,"$310,000","$210,000",$0,"$40,000","$550,000"
922,Final Doom,PS,1995,Shooter,GT Interactive,"$150,000","$100,000",$0,"$20,000","$270,000"
923,Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,"$450,000","$300,000",$0,"$50,000","$800,000"
924,Final Fantasy Chronicles,PS,2001,Role-Playing,Square,"$290,000","$200,000",$0,"$30,000","$520,000"
925,Final Fantasy Collection,PS,1999,Role-Playing,Square,$0,$0,"$420,000","$30,000","$450,000"
926,Final Fantasy IV,PS,1997,Simulation,SquareSoft,$0,$0,"$290,000","$20,000","$310,000"
927,Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,"$1,620,000","$770,000","$2,780,000","$140,000","$5,300,000"
928,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,"$930,000","$120,000","$1,340,000","$60,000","$2,450,000"
929,Final Fantasy V,PS,1998,Role-Playing,SquareSoft,$0,$0,"$160,000","$10,000","$170,000"
930,Final Fantasy VI,PS,1999,Role-Playing,Sony Computer Entertainment,$0,$0,"$80,000","$10,000","$80,000"
931,Final Fantasy VII,PS,1997,Role-Playing,Sony Computer Entertainment,"$3,010,000","$2,470,000","$3,280,000","$960,000","$9,720,000"
932,Final Fantasy VII International,PS,1997,Role-Playing,Square,$0,$0,"$590,000","$40,000","$630,000"
933,Final Fantasy VIII,PS,1999,Role-Playing,SquareSoft,"$2,280,000","$1,720,000","$3,630,000","$230,000","$7,860,000"
934,Fire ProWrestling G,PS,1999,Fighting,Human Entertainment,$0,$0,"$180,000","$10,000","$190,000"
935,Fisherman's Bait 2: Big Ol' Bass,PS,1999,Sports,Konami Digital Entertainment,"$160,000","$110,000",$0,"$20,000","$290,000"
936,Ford Racing,PS,2001,Racing,Empire Interactive,"$480,000","$330,000",$0,"$60,000","$860,000"
937,Formula 1,PS,1996,Racing,Psygnosis,"$180,000","$120,000","$420,000","$50,000","$760,000"
938,Formula 1 Championship Edition,PS,1997,Racing,Psygnosis,"$60,000","$40,000","$230,000","$20,000","$360,000"
939,Forsaken,PS,1998,Shooter,Acclaim Entertainment,"$130,000","$90,000",$0,"$20,000","$240,000"
940,Fox Sports Golf '99,PS,1997,Sports,Gremlin Interactive Ltd,"$80,000","$50,000",$0,"$10,000","$140,000"
941,FoxKids.com Micro Maniacs Racing,PS,2000,Racing,Codemasters,"$60,000","$40,000",$0,"$10,000","$110,000"
942,Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,"$80,000","$50,000",$0,"$10,000","$140,000"
943,Frogger,PS,1997,Action,Hasbro Interactive,"$3,790,000","$270,000",$0,"$110,000","$4,160,000"
944,Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,"$800,000","$540,000",$0,"$90,000","$1,430,000"
945,From TV Animation One Piece: Grand Battle 2,PS,2002,Fighting,Namco Bandai Games,$0,$0,"$560,000","$40,000","$600,000"
946,From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001,Role-Playing,Namco Bandai Games,$0,$0,"$320,000","$20,000","$350,000"
947,Front Mission 2,PS,1997,Strategy,SquareSoft,$0,$0,"$490,000","$30,000","$530,000"
948,Front Mission 3,PS,1999,Strategy,SquareSoft,"$100,000","$70,000","$310,000","$30,000","$520,000"
949,Front Mission Alternative,PS,1997,Strategy,SquareSoft,$0,$0,"$130,000","$10,000","$140,000"
950,Future Cop L.A.P.D.,PS,1997,Simulation,Electronic Arts,"$160,000","$110,000",$0,"$20,000","$300,000"
951,G Darius,PS,1997,Shooter,THQ,"$40,000","$30,000",$0,$0,"$70,000"
952,G-Police,PS,1997,Action,Psygnosis,"$130,000","$90,000",$0,"$20,000","$240,000"
953,G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,"$30,000","$20,000",$0,$0,"$60,000"
954,Galaga: Destination Earth,PS,2000,Shooter,Hasbro Interactive,"$130,000","$90,000",$0,"$20,000","$240,000"
955,Galerians,PS,1999,Adventure,Crave Entertainment,"$80,000","$60,000",$0,"$10,000","$150,000"
956,Gallop Racer,PS,1999,Sports,Tecmo Koei,$0,$0,"$180,000","$10,000","$190,000"
957,Gallop Racer (JP),PS,1996,Sports,Tecmo Koei,"$40,000","$30,000","$160,000","$20,000","$240,000"
958,Gallop Racer 2000,PS,2000,Sports,Tecmo Koei,$0,$0,"$110,000","$10,000","$120,000"
959,Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Tecmo Koei,$0,$0,"$250,000","$20,000","$270,000"
960,Gauntlet Legends,PS,2000,Action,Midway Games,"$260,000","$180,000",$0,"$30,000","$470,000"
961,Gekido,PS,1999,Fighting,Infogrames,"$60,000","$40,000",$0,"$10,000","$100,000"
962,Gex,PS,1995,Platform,Crystal Dynamics,"$490,000","$330,000",$0,"$60,000","$870,000"
963,Gex 3: Deep Cover Gecko,PS,1999,Platform,Eidos Interactive,"$300,000","$200,000",$0,"$30,000","$530,000"
964,Gex: Enter the Gecko,PS,1998,Platform,BMG Interactive Entertainment,"$320,000","$220,000",$0,"$40,000","$580,000"
965,Ghost in the Shell,PS,1997,Simulation,Sony Computer Entertainment,"$60,000","$40,000",$0,"$10,000","$100,000"
966,Glover,PS,1999,Platform,Atari,"$90,000","$60,000",$0,"$10,000","$170,000"
967,Goal Storm '97,PS,1996,Sports,Konami Digital Entertainment,"$10,000",$0,"$90,000","$10,000","$110,000"
968,Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,"$30,000","$20,000",$0,$0,"$60,000"
969,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,$0,$0,"$100,000","$10,000","$100,000"
970,Gran Turismo,PS,1997,Racing,Sony Computer Entertainment,"$4,020,000","$3,870,000","$2,540,000","$520,000","$10,950,000"
971,Gran Turismo 2,PS,1999,Racing,Sony Computer Entertainment,"$3,880,000","$3,420,000","$1,690,000","$500,000","$9,490,000"
972,Grand Slam,PS,1997,Misc,Virgin Interactive,"$20,000","$20,000",$0,$0,"$40,000"
973,Grand Theft Auto,PS,1997,Action,Take-Two Interactive,"$790,000","$1,350,000","$40,000","$140,000","$2,320,000"
974,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,"$1,130,000","$2,070,000",$0,"$220,000","$3,420,000"
975,"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998,Adventure,Take-Two Interactive,"$60,000","$40,000",$0,"$10,000","$110,000"
976,Grandia,PS,1999,Role-Playing,Ubisoft,"$140,000","$90,000",$0,"$20,000","$250,000"
977,Grid Runner,PS,1996,Action,Virgin Interactive,"$20,000","$10,000",$0,$0,"$30,000"
978,Grind Session,PS,2000,Sports,Sony Computer Entertainment,"$240,000","$170,000",$0,"$30,000","$440,000"
979,Grudge Warriors,PS,1999,Action,Take-Two Interactive,"$230,000","$160,000",$0,"$30,000","$410,000"
980,Guardian's Crusade,PS,1998,Role-Playing,Activision,"$70,000","$50,000",$0,"$10,000","$120,000"
981,Guilty Gear,PS,1998,Fighting,Virgin Interactive,"$30,000","$20,000","$70,000","$10,000","$140,000"
982,Guitar Freaks,PS,1999,Simulation,Konami Digital Entertainment,$0,$0,"$230,000","$20,000","$240,000"
983,Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,"$130,000","$90,000",$0,"$20,000","$230,000"
984,Gundam: The Battle Master,PS,1997,Fighting,Namco Bandai Games,$0,$0,"$130,000","$10,000","$140,000"
985,Gunship,PS,1996,Simulation,Microprose,"$150,000","$100,000",$0,"$20,000","$270,000"
986,HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,"$120,000","$80,000",$0,"$10,000","$210,000"
987,HardBall 5,PS,1996,Sports,SPS,"$70,000","$40,000",$0,"$10,000","$120,000"
988,Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts,"$750,000","$1,090,000","$20,000","$120,000","$1,980,000"
989,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,"$1,370,000","$2,000,000","$140,000","$220,000","$3,730,000"
990,Harvest Moon: Back to Nature,PS,1999,Simulation,Ubisoft,"$110,000","$70,000","$120,000","$20,000","$320,000"
991,Heart of Darkness,PS,1998,Platform,Ocean,"$180,000","$120,000",$0,"$20,000","$320,000"
992,Hello Kitty's Cube Frenzy,PS,1998,Puzzle,Culture Publishers,"$50,000","$30,000",$0,"$10,000","$90,000"
993,Herc's Adventures,PS,1997,Action,Virgin Interactive,"$20,000","$10,000",$0,$0,"$40,000"
994,Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment,$0,$0,"$20,000",$0,"$30,000"
995,Hexen: Beyond Heretic,PS,1997,Shooter,GT Interactive,"$60,000","$40,000",$0,"$10,000","$110,000"
996,Hi-Octane: The Track Fights Back!,PS,1995,Racing,Electronic Arts,"$30,000","$20,000",$0,$0,"$50,000"
997,High Heat Baseball 2002,PS,2001,Sports,3DO,"$20,000","$20,000",$0,$0,"$40,000"
998,Hikaru no Go: Heian Gensou Ibunroku,PS,2002,Adventure,Konami Digital Entertainment,$0,$0,"$60,000",$0,"$70,000"
999,Hogs of War,PS,2000,Strategy,Infogrames,"$10,000","$10,000",$0,$0,"$20,000"
1000,Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,"$30,000","$20,000",$0,$0,"$50,000"
1001,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,"$290,000","$200,000","$2,130,000","$180,000","$2,790,000"
1002,Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,"$250,000","$120,000","$1,480,000","$30,000","$1,880,000"
1003,Hot Wheels Turbo Racing,PS,1999,Racing,Electronic Arts,"$590,000","$400,000",$0,"$70,000","$1,070,000"
1004,Houshinengi,PS,1998,Strategy,Tecmo Koei,$0,$0,"$130,000","$10,000","$140,000"
1005,Hydro Thunder,PS,1999,Racing,Midway Games,"$260,000","$170,000",$0,"$30,000","$460,000"
1006,Hyper Formation Soccer,PS,1995,Sports,Human Entertainment,$0,$0,"$100,000","$10,000","$110,000"
1007,ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,$0,$0,"$710,000","$50,000","$760,000"
1008,Ide Yosuke no Mahjong Kazoku,PS,1995,Misc,Seta Corporation,$0,$0,"$40,000",$0,"$40,000"
1009,Impact Racing,PS,1996,Racing,JVC,"$30,000","$20,000",$0,$0,"$60,000"
1010,In Cold Blood,PS,2000,Adventure,Sony Computer Entertainment,"$20,000","$10,000",$0,$0,"$30,000"
1011,In the Hunt,PS,1995,Shooter,THQ,"$30,000","$20,000","$70,000","$10,000","$140,000"
1012,Incredible Crisis,PS,1999,Action,Titus,"$40,000","$30,000",$0,"$10,000","$80,000"
1013,Independence Day,PS,1997,Shooter,Fox Interactive,"$250,000","$170,000",$0,"$30,000","$440,000"
1014,Inspector Gadget: Gadget's Crazy Maze,PS,2001,Puzzle,Ubisoft,"$30,000","$20,000",$0,$0,"$50,000"
1015,Intelligent Qube,PS,1997,Puzzle,Sony Computer Entertainment,"$130,000","$70,000","$1,000,000","$20,000","$1,220,000"
1016,Interactive Sampler Disc 6,PS,1997,Misc,Sony Computer Entertainment,"$80,000","$50,000",$0,"$10,000","$140,000"
1017,International Superstar Soccer Pro '98,PS,1998,Sports,Konami Digital Entertainment,"$20,000","$20,000","$350,000","$30,000","$420,000"
1018,International Track & Field,PS,1996,Sports,Konami Digital Entertainment,"$80,000","$50,000","$350,000","$30,000","$510,000"
1019,International Track & Field 2000,PS,1999,Sports,Konami Digital Entertainment,"$60,000","$40,000",$0,"$10,000","$110,000"
1020,Interplay Sports Baseball 2000,PS,1999,Sports,Interplay,"$30,000","$20,000",$0,$0,"$60,000"
1021,InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games,$0,$0,"$100,000","$10,000","$110,000"
1022,Invasion From Beyond,PS,1998,Shooter,GT Interactive,"$50,000","$30,000",$0,"$10,000","$90,000"
1023,Iron & Blood,PS,1996,Fighting,Acclaim Entertainment,"$80,000","$50,000",$0,"$10,000","$140,000"
1024,Iron Man / X-O Manowar in Heavy Metal,PS,1996,Platform,Acclaim Entertainment,"$50,000","$30,000",$0,"$10,000","$80,000"
1025,Iron Soldier 3,PS,1999,Simulation,Telegames,"$10,000","$10,000",$0,$0,"$20,000"
1026,Irritating Stick,PS,1998,Action,Saurus,"$10,000","$10,000",$0,$0,"$20,000"
1027,J-League Jikkyou Winning Eleven 2000,PS,2000,Sports,Konami Digital Entertainment,$0,$0,"$150,000","$10,000","$160,000"
1028,J-League Jikkyou Winning Eleven 3,PS,1997,Sports,Konami Digital Entertainment,$0,$0,"$180,000","$10,000","$190,000"
1029,JGTC: All-Japan Grand Touring Car Championship,PS,1998,Racing,TYO,"$230,000","$160,000",$0,"$30,000","$420,000"
1030,Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,"$120,000","$80,000",$0,"$10,000","$220,000"
1031,Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Crave Entertainment,"$150,000","$100,000",$0,"$20,000","$270,000"
1032,Jampack Fall 2001,PS,2001,Misc,Sony Computer Entertainment,"$330,000","$220,000",$0,"$40,000","$590,000"
1033,Jampack Summer '99,PS,1999,Misc,Sony Computer Entertainment,"$540,000","$360,000",$0,"$60,000","$960,000"
1034,Jampack Summer 2K,PS,2000,Misc,Sony Computer Entertainment,"$880,000","$600,000",$0,"$100,000","$1,580,000"
1035,Jampack Vol. 1,PS,1996,Misc,Sony Computer Entertainment,"$100,000","$70,000",$0,"$10,000","$180,000"
1036,Jampack Vol. 2,PS,1996,Misc,Sony Computer Entertainment,"$300,000","$200,000",$0,"$30,000","$530,000"
1037,Jampack Winter '98,PS,1998,Misc,Sony Computer Entertainment,"$630,000","$430,000",$0,"$70,000","$1,130,000"
1038,Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,"$940,000","$640,000",$0,"$110,000","$1,690,000"
